,id,label,predict
0,1561,0,0
1,887,0,0
2,916,0,0
3,2050,0,1
4,1497,0,0
5,1650,0,0
6,1582,0,1
7,393,0,1
8,1785,0,1
9,601,0,0
10,548,0,0
11,1276,0,0
12,2162,0,1
13,1853,0,0
14,2208,0,1
15,830,0,0
16,2688,0,1
17,440,0,1
18,1216,0,0
19,334,0,0
20,2348,0,1
21,332,0,1
22,2230,0,1
23,2530,0,1
24,1723,0,1
25,1261,0,1
26,212,0,0
27,193,0,0
28,41,0,0
29,2237,0,1
30,2709,0,1
31,1690,0,0
32,2699,0,1
33,229,0,0
34,4,0,0
35,261,0,0
36,114,0,1
37,484,0,1
38,1268,0,0
39,893,0,1
40,372,0,0
41,1893,0,1
42,1251,0,0
43,1592,0,0
44,130,0,0
45,1999,0,0
46,1713,0,1
47,163,0,1
48,2823,0,1
49,498,0,1
50,543,0,0
51,1516,0,1
52,16,0,0
53,2683,0,0
54,849,0,0
55,1461,0,0
56,1543,0,0
57,2752,0,0
58,247,0,0
59,1239,0,0
60,2226,0,1
61,1814,0,0
62,2665,0,1
63,2414,0,0
64,349,0,1
65,471,0,1
66,2856,0,1
67,2179,0,1
68,1751,0,1
69,1673,0,0
70,380,0,0
71,2202,0,1
72,1168,0,1
73,616,0,0
74,288,0,0
75,2867,0,0
76,322,0,1
77,2801,0,0
78,1902,0,0
79,2270,0,1
80,331,0,0
81,1578,0,1
82,2547,0,0
83,649,0,1
84,1479,0,1
85,476,0,1
86,151,0,1
87,403,0,0
88,840,0,0
89,2829,0,1
90,1968,0,0
91,1720,0,0
92,1800,0,0
93,1224,0,0
94,30,0,0
95,518,0,0
96,889,0,0
97,613,0,1
98,1560,0,1
99,1613,0,1
100,786,0,1
101,2489,0,1
102,1752,0,1
103,1490,0,1
104,765,0,0
105,425,0,1
106,618,0,0
107,2140,0,0
108,2435,0,0
109,2394,0,0
110,71,0,1
111,2437,0,0
112,1468,0,1
113,399,0,1
114,1534,0,0
115,1186,0,1
116,18,0,0
117,764,0,0
118,1761,0,0
119,492,0,0
120,1240,0,0
121,454,0,1
122,1628,0,1
123,643,0,1
124,542,0,1
125,755,0,0
126,1475,0,0
127,1748,0,1
128,1697,0,0
129,2340,0,1
130,763,0,1
131,1160,0,0
132,720,0,0
133,2250,0,0
134,657,0,0
135,391,0,1
136,1515,0,1
137,1256,0,1
138,1898,0,1
139,2053,0,0
140,1649,0,1
141,49,0,0
142,281,0,0
143,1894,0,0
144,1484,0,0
145,884,0,1
146,773,0,0
147,2722,0,1
148,234,0,0
149,2746,0,1
150,2078,1,0
151,713,1,1
152,179,1,1
153,960,1,0
154,2028,1,1
155,2434,1,0
156,2743,1,1
157,1072,1,1
158,2192,1,1
159,2620,1,1
160,2585,1,0
161,2589,1,1
162,1633,1,1
163,1057,1,1
164,1601,1,0
165,1579,1,0
166,2539,1,0
167,266,1,0
168,1330,1,1
169,1081,1,1
170,1745,1,1
171,1368,1,0
172,333,1,1
173,401,1,0
174,2118,1,1
175,2855,1,1
176,1981,1,0
177,864,1,0
178,161,1,1
179,1347,1,0
180,2429,1,1
181,1460,1,1
182,2279,1,1
183,814,1,1
184,1754,1,0
185,1820,1,1
186,1373,1,0
187,2325,1,1
188,2105,1,1
189,1910,1,1
190,1023,1,1
191,1110,1,1
192,906,1,0
193,1098,1,0
194,164,1,0
195,1533,1,0
196,286,1,1
197,857,1,1
198,248,1,0
199,2534,1,1
200,2541,1,0
201,241,1,1
202,1787,1,0
203,2418,1,1
204,2858,1,1
205,2288,1,1
206,1085,1,1
207,1112,1,0
208,1976,1,1
209,126,1,1
210,2628,1,1
211,1566,1,0
212,1073,1,1
213,2277,1,0
214,1141,1,0
215,2366,1,0
216,1,1,1
217,1563,1,1
218,2049,1,0
219,447,1,1
220,2312,1,1
221,1542,1,0
222,2326,1,1
223,1445,1,0
224,2123,1,1
225,1559,1,1
226,206,1,1
227,210,1,1
228,2806,1,0
229,994,1,0
230,1887,1,0
231,853,1,1
232,990,1,0
233,1374,1,0
234,2570,1,0
235,2383,1,1
236,1555,1,0
237,2550,1,1
238,1099,1,0
239,277,1,1
240,2819,1,1
241,1949,1,1
242,2485,1,1
243,2014,1,1
244,2505,1,1
245,2425,1,0
246,1049,1,0
247,2267,1,0
248,251,1,1
249,724,1,1
250,2493,1,0
251,2494,1,1
252,2398,1,1
253,1407,1,1
254,1813,1,1
255,1884,1,1
256,2063,1,1
257,2700,1,0
258,83,1,0
259,239,1,1
260,2137,1,1
261,2475,1,0
262,255,1,1
263,925,1,0
264,2774,1,0
265,2057,1,1
266,2029,1,0
267,2283,1,0
268,1416,1,1
269,1581,1,1
270,2465,1,0
271,437,1,1
272,2220,1,1
273,1604,1,0
274,1763,1,1
275,807,1,1
276,2012,1,0
277,2233,1,1
278,2361,1,1
279,510,1,0
280,1821,1,0
281,1950,1,1
282,1801,1,1
283,34,1,0
284,2439,1,1
285,934,1,1
286,768,1,0
287,1061,1,0
288,1298,1,0
289,2565,1,1
290,93,1,1
291,1896,1,0
292,2112,1,1
293,2548,1,1
294,1948,1,0
295,2456,1,0
296,785,1,0
297,2007,1,1
298,1144,1,1
299,1923,1,0
